CHAIN,CORRECT,TOTAL,ACCURACY
CapitalizeNormalizer->WhitespaceNormalizer->PunctuationRemoveNormalizer,248,359,0.6908077994428969
PunctuationRemoveNormalizer->CapitalizeNormalizer->WhitespaceNormalizer,248,359,0.6908077994428969
PunctuationRemoveNormalizer->WhitespaceNormalizer->CapitalizeNormalizer,248,359,0.6908077994428969
WhitespaceNormalizer->PunctuationRemoveNormalizer->CapitalizeNormalizer,248,359,0.6908077994428969
WhitespaceNormalizer->CapitalizeNormalizer->PunctuationRemoveNormalizer,248,359,0.6908077994428969
MapDocumentTextToValueNormalizer->UpperCaseNormalizer->DictionaryReplacementNormalizer,9,359,0.025069637883008356
MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer->UpperCaseNormalizer,9,359,0.025069637883008356
UpperCaseNormalizer->MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer,326,359,0.9080779944289693
UpperCaseNormalizer->DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->UpperCaseNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer->UpperCaseNormalizer,9,359,0.025069637883008356
MapDocumentTextToValueNormalizer->LowerCaseNormalizer->DictionaryReplacementNormalizer,5,359,0.013927576601671309
MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
LowerCaseNormalizer->MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer,326,359,0.9080779944289693
LowerCaseNormalizer->DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->LowerCaseNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
UpperCaseNormalizer->LowerCaseNormalizer->DictionaryReplacementNormalizer,5,359,0.013927576601671309
UpperCaseNormalizer->DictionaryReplacementNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
LowerCaseNormalizer->UpperCaseNormalizer->DictionaryReplacementNormalizer,10,359,0.027855153203342618
LowerCaseNormalizer->DictionaryReplacementNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->LowerCaseNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->UpperCaseNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
MapDocumentTextToValueNormalizer->CapitalizeNormalizer->DictionaryReplacementNormalizer,262,359,0.7298050139275766
MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer->CapitalizeNormalizer,262,359,0.7298050139275766
CapitalizeNormalizer->MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer,326,359,0.9080779944289693
CapitalizeNormalizer->DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->CapitalizeNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer->CapitalizeNormalizer,262,359,0.7298050139275766
UpperCaseNormalizer->CapitalizeNormalizer->DictionaryReplacementNormalizer,10,359,0.027855153203342618
UpperCaseNormalizer->DictionaryReplacementNormalizer->CapitalizeNormalizer,10,359,0.027855153203342618
CapitalizeNormalizer->UpperCaseNormalizer->DictionaryReplacementNormalizer,10,359,0.027855153203342618
CapitalizeNormalizer->DictionaryReplacementNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->CapitalizeNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->UpperCaseNormalizer->CapitalizeNormalizer,10,359,0.027855153203342618
LowerCaseNormalizer->CapitalizeNormalizer->DictionaryReplacementNormalizer,246,359,0.6852367688022284
LowerCaseNormalizer->DictionaryReplacementNormalizer->CapitalizeNormalizer,246,359,0.6852367688022284
CapitalizeNormalizer->LowerCaseNormalizer->DictionaryReplacementNormalizer,5,359,0.013927576601671309
CapitalizeNormalizer->DictionaryReplacementNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
DictionaryReplacementNormalizer->CapitalizeNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
DictionaryReplacementNormalizer->LowerCaseNormalizer->CapitalizeNormalizer,246,359,0.6852367688022284
MapDocumentTextToValueNormalizer->PunctuationRemoveNormalizer->DictionaryReplacementNormalizer,272,359,0.7576601671309192
MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer->PunctuationRemoveNormalizer,272,359,0.7576601671309192
PunctuationRemoveNormalizer->MapDocumentTextToValueNormalizer->DictionaryReplacementNormalizer,323,359,0.8997214484679665
PunctuationRemoveNormalizer->DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer,323,359,0.8997214484679665
DictionaryReplacementNormalizer->PunctuationRemoveNormalizer->MapDocumentTextToValueNormalizer,323,359,0.8997214484679665
DictionaryReplacementNormalizer->MapDocumentTextToValueNormalizer->PunctuationRemoveNormalizer,272,359,0.7576601671309192
UpperCaseNormalizer->PunctuationRemoveNormalizer->DictionaryReplacementNormalizer,10,359,0.027855153203342618
UpperCaseNormalizer->DictionaryReplacementNormalizer->PunctuationRemoveNormalizer,10,359,0.027855153203342618
PunctuationRemoveNormalizer->UpperCaseNormalizer->DictionaryReplacementNormalizer,10,359,0.027855153203342618
PunctuationRemoveNormalizer->DictionaryReplacementNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->PunctuationRemoveNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
DictionaryReplacementNormalizer->UpperCaseNormalizer->PunctuationRemoveNormalizer,10,359,0.027855153203342618
LowerCaseNormalizer->PunctuationRemoveNormalizer->DictionaryReplacementNormalizer,4,359,0.011142061281337047
LowerCaseNormalizer->DictionaryReplacementNormalizer->PunctuationRemoveNormalizer,4,359,0.011142061281337047
PunctuationRemoveNormalizer->LowerCaseNormalizer->DictionaryReplacementNormalizer,4,359,0.011142061281337047
PunctuationRemoveNormalizer->DictionaryReplacementNormalizer->LowerCaseNormalizer,4,359,0.011142061281337047
DictionaryReplacementNormalizer->PunctuationRemoveNormalizer->LowerCaseNormalizer,4,359,0.011142061281337047
DictionaryReplacementNormalizer->LowerCaseNormalizer->PunctuationRemoveNormalizer,4,359,0.011142061281337047
